id,pharmacy_id,drug_code,batch_number,expiry_date,quantity_on_hand,minimum_stock,unit_cost,days_to_expiry,value_at_risk_aed,tier
b961aaad-cf5e-49e1-85ca-1a04a8f23664,8e5d3a05-f0d7-4a5a-9272-3b9b73802c23,F36-1723-05662-01,SIM-B-FSCDIA-F36172305662-HEALTHY-308,2026-10-01,26,25,23,103,598,WARNING
75a3920d-da2a-4c85-bcfc-f7b77aeb6add,64b87f0b-d7de-46cc-9900-026be05d37d0,E50-B636-13360-01,SIM-B-FSCDAY-E50B63613360-HEALTHY-265,2026-10-01,53,59,34.3,103,1817.9,WARNING
cbccd3aa-767b-4d18-ad47-a22ee03c8cfe,3ac8d640-6143-48b1-847a-ec720633e254,E42-2718-01016-01,SIM-B-FSCCAR-E42271801016-LOW_STOCK-008,2026-10-01,31,72,11.65,103,361.15,WARNING
5417beae-a8aa-4ed2-8f95-9c391ec5b9e2,64b87f0b-d7de-46cc-9900-026be05d37d0,F91-D813-19585-01,SIM-B-FSCDAY-F91D81319585-PRE_OOS-018,2026-10-01,23,43,1.66,103,38.18,WARNING
08e5d76f-6eec-4cc2-a178-23f2634cc95b,63078148-c8f6-4537-b3f2-edcec7fd1bd4,F91-D549-18360-01,SIM-B-FRNRET-F91D54918360-HEALTHY-013,2026-10-01,160,41,3.74,103,598.4,WARNING
47f2e533-6f93-4994-966a-93fee678a071,63078148-c8f6-4537-b3f2-edcec7fd1bd4,J41-0545-00603-01,SIM-B-FRNRET-J41054500603-HEALTHY-057,2026-10-01,36,35,65.46,103,2356.56,WARNING
7cd44aa3-b445-45bb-a482-a6424f634caa,63078148-c8f6-4537-b3f2-edcec7fd1bd4,J74-E086-19619-01,SIM-B-FRNRET-J74E08619619-HEALTHY-226,2026-10-01,5,42,288.18,103,1440.9,WARNING
6f4a4163-d5f7-4d7f-8304-3b3e25a26c6c,63078148-c8f6-4537-b3f2-edcec7fd1bd4,J23-3557-04793-01,SIM-B-FRNRET-J23355704793-HEALTHY-190,2026-10-01,374,32,4.77,103,1783.98,WARNING
706ecbfb-1920-4b7a-9cdd-377f630f0163,63078148-c8f6-4537-b3f2-edcec7fd1bd4,EU7-A442-17579-01,SIM-B-FRNRET-EU7A44217579-HEALTHY-296,2026-10-01,154,28,41.72,103,6424.88,WARNING
d39af0dd-2c56-40a6-bcd6-07f8a874b857,0084942a-7f9c-4342-a2ef-afdd30ce7796,J41-0545-00603-01,SIM-B-FALCON-J41054500603-HEALTHY-324,2026-10-01,41,30,65.46,103,2683.86,WARNING
55baad8b-0dec-4af2-81f6-47feeedcc84c,0084942a-7f9c-4342-a2ef-afdd30ce7796,J79-D126-16904-01,SIM-B-FALCON-J79D12616904-LOW_STOCK-019,2026-10-01,40,43,80,103,3200,WARNING
32bff449-825d-4cbb-9899-5e7782e29e78,f1c21a7b-b096-4416-ae32-343bb5fac048,DQ6-3173-03600-02,SIM-B-FGHMAI-DQ6317303600-HEALTHY-101,2026-10-01,46,23,187,103,8602,WARNING
1656adb7-ebc6-4afa-84b2-d7c9476c0c18,0084942a-7f9c-4342-a2ef-afdd30ce7796,J23-4113-03936-01,SIM-B-FALCON-J23411303936-HEALTHY-234,2026-10-01,229,20,1.17,103,267.93,WARNING
a5294474-4f24-477e-98fc-d5f835fb514c,bf2f1d66-b217-4b41-acb7-3605bd2ce28a,J30-6220-00373-01,SIM-B-FSCONC-J30622000373-HEALTHY-025,2026-10-02,125,69,9.9,104,1237.5,WARNING
26131351-2b31-4af4-948d-0945510046fa,bf2f1d66-b217-4b41-acb7-3605bd2ce28a,J39-0165-01179-01,SIM-B-FSCONC-J39016501179-HEALTHY-038,2026-10-02,109,74,6.8,104,741.2,WARNING
843df994-dc37-4db2-bea4-cb54ccf5d590,8e5d3a05-f0d7-4a5a-9272-3b9b73802c23,FT1-A705-11476-01,SIM-B-FSCDIA-FT1A70511476-HEALTHY-069,2026-10-02,74,76,99.69,104,7377.06,WARNING
0067aff7-bce8-48ca-971f-4743a276534d,496cd94e-4f16-4a63-a599-7da8e75020a4,F91-E127-03894-01,SIM-B-FRNRET-F91E12703894-HEALTHY-015,2026-10-02,261,20,2.21,104,576.81,WARNING
91bf946a-e9d8-4e08-afae-f7b410a206c6,3b42936b-7b0f-4d51-806d-8ac6eab5009c,J30-6548-06664-01,SIM-B-FSCAMB-J30654806664-HEALTHY-160,2026-10-02,240,21,2.11,104,506.4,WARNING
c8db90c8-a5e9-43b6-b680-4604f77029a3,496cd94e-4f16-4a63-a599-7da8e75020a4,J88-B914-13896-02,SIM-B-FRNRET-J88B91413896-PRE_OOS-011,2026-10-02,24,15,34,104,816,WARNING
022cccfe-041a-447c-8c0b-6943ea61c928,b477cd79-c0e5-4dcf-9804-2be2ef47a936,J82-B149-12335-01,SIM-B-FRNRET-J82B14912335-HEALTHY-008,2026-10-02,97,17,24.8,104,2405.6,WARNING
dba27ec7-cd0b-4737-a276-9dc7e9280589,0084942a-7f9c-4342-a2ef-afdd30ce7796,FM0-1987-02397-01,SIM-B-FALCON-FM0198702397-HEALTHY-251,2026-10-02,465,45,0.24,104,111.6,WARNING
5f92d0c4-844e-4e0e-a227-1eee67047277,64ff710c-c989-40e3-85a9-f7dbf941e486,F68-3993-04349-01,SIM-B-EMERGE-F68399304349-PRE_OOS-004,2026-10-02,36,54,0.76,104,27.36,WARNING
f60ddc4f-d8a6-4ca6-947f-404a84bc378f,ab160e78-8e1a-4ee1-8a0a-3ab4adba302b,EV7-B667-13525-01,SIM-B-FGHORP-EV7B66713525-HEALTHY-081,2026-10-03,137,23,47.32,105,6482.84,WARNING
8417136e-ad26-47c8-8cb9-16da3596136b,bf2f1d66-b217-4b41-acb7-3605bd2ce28a,E53-1388-01824-01,SIM-B-FSCONC-E53138801824-PRE_OOS-016,2026-10-03,76,67,2.71,105,205.96,WARNING
d325c30d-652f-456d-831c-b1de76f7b902,3ac8d640-6143-48b1-847a-ec720633e254,E53-1388-01823-01,SIM-B-FSCCAR-E53138801823-HEALTHY-006,2026-10-03,117,28,3.18,105,372.06,WARNING
67580061-8c44-47b4-8108-f4d69eede467,3ac8d640-6143-48b1-847a-ec720633e254,F06-1366-04480-01,SIM-B-FSCCAR-F06136604480-HEALTHY-155,2026-10-03,458,52,4.3,105,1969.4,WARNING
b0ad278e-aad2-44e2-8475-ee8bcc6b52ab,64b87f0b-d7de-46cc-9900-026be05d37d0,J91-2171-00780-01,SIM-B-FSCDAY-J91217100780-HEALTHY-044,2026-10-03,99,22,26.51,105,2624.49,WARNING
9117f38d-6ba7-4a58-92ef-d0087e01bcfc,63078148-c8f6-4537-b3f2-edcec7fd1bd4,EA1-E285-20047-01,SIM-B-FRNRET-EA1E28520047-HEALTHY-247,2026-10-03,198,24,42.55,105,8424.9,WARNING
047e7eed-c0a2-4014-ab03-ea71e18d1a6c,64ff710c-c989-40e3-85a9-f7dbf941e486,DQ1-A139-02340-01,SIM-B-EMERGE-DQ1A13902340-PRE_OOS-009,2026-10-03,55,55,157.85,105,8681.75,WARNING
bcc527fa-95f5-4545-aeb7-09c49c557bd8,3ac8d640-6143-48b1-847a-ec720633e254,F26-4923-03210-01,SIM-B-FSCCAR-F26492303210-PRE_OOS-005,2026-10-03,84,80,62.25,105,5229,WARNING
a8edcb05-ee58-4d04-80dd-fe4fc8383ce9,c8deb8a8-4c5d-44b5-86c8-95a61cd4731e,J91-C401-15660-01,SIM-B-FRNRET-J91C40115660-HEALTHY-339,2026-10-03,148,32,1.55,105,229.4,WARNING
6febb516-2352-4498-ac84-7442eabc7d0f,8e5d3a05-f0d7-4a5a-9272-3b9b73802c23,DQ6-7747-00083-02,BASE-GENE-07419,2026-10-04,5,1,258.23,106,1291.15,WARNING
e7b7d859-f0ac-4980-87cf-977abc2536b7,c8deb8a8-4c5d-44b5-86c8-95a61cd4731e,R98-7248-07244-01,BASE-COMM-07586,2026-10-04,42,15,75.68,106,3178.56,WARNING
d5cea9cd-0acd-48f4-9a9e-bf1f7626c928,e8b717ca-3dbe-481d-a83a-1ac5aeb522fe,E41-5827-04132-01,SIM-B-FGHEME-E41582704132-HEALTHY-377,2026-10-04,95,28,12.52,106,1189.4,WARNING
767cc0b5-959b-40e5-abf9-bafdf8713080,e8b717ca-3dbe-481d-a83a-1ac5aeb522fe,J23-3598-01097-02,SIM-B-FGHEME-J23359801097-LOW_STOCK-001,2026-10-04,48,73,5.58,106,267.84,WARNING
322ebbee-9555-4da9-90df-1b18c72aa41c,64b87f0b-d7de-46cc-9900-026be05d37d0,DQ9-5398-05684-02,SIM-B-FSCDAY-DQ9539805684-HEALTHY-269,2026-10-04,63,28,155,106,9765,WARNING
468fbbb0-6c6e-4b8d-9c9a-331b515188a3,b477cd79-c0e5-4dcf-9804-2be2ef47a936,F26-A066-10493-02,SIM-B-FRNRET-F26A06610493-HEALTHY-001,2026-10-04,28,56,78.4,106,2195.2,WARNING
2d0b26e0-cd24-4f2d-9afa-efa1c76815a3,b477cd79-c0e5-4dcf-9804-2be2ef47a936,F69-5339-02729-01,SIM-B-FRNRET-F69533902729-HEALTHY-009,2026-10-04,47,36,67.48,106,3171.56,WARNING
f65e2cd5-d0a6-4971-a19a-70908b2f0ccb,0084942a-7f9c-4342-a2ef-afdd30ce7796,F69-3652-05739-01,SIM-B-FALCON-F69365205739-HEALTHY-089,2026-10-04,25,66,177.26,106,4431.5,WARNING
e5cd35ce-7fb5-44d4-ac5b-4e9a6d825937,64ff710c-c989-40e3-85a9-f7dbf941e486,FT0-4636-01341-01,SIM-B-EMERGE-FT0463601341-HEALTHY-358,2026-10-04,34,76,9.88,106,335.92,WARNING
c68d8038-27f4-4d95-b1e2-e2553d3ea84f,0084942a-7f9c-4342-a2ef-afdd30ce7796,S78-3985-04259-01,ENH-MAIN-00045,2026-10-05,41,18,59.21,107,2427.61,WARNING
ca90f008-584d-4712-9617-11c5c23ab0a8,bf2f1d66-b217-4b41-acb7-3605bd2ce28a,J10-A795-04141-01,BASE-SPEC-05978,2026-10-05,38,14,62.15,107,2361.7,WARNING
81b5e37d-be6e-4e92-ae83-36f7bd692737,d84f043a-6753-445a-afd9-df51c677189d,A54-7072-07110-01,ENH-FGH-ICU-03971,2026-10-05,13,17,37.42,107,486.46,WARNING
817922a0-dee5-4d04-a21c-153df45be592,e8b717ca-3dbe-481d-a83a-1ac5aeb522fe,F38-2126-00901-01,SIM-B-FGHEME-F38212600901-HEALTHY-376,2026-10-05,478,74,0.66,107,315.48,WARNING
1d6c73d1-5e4c-44c1-bb3b-e8fb1cf5e035,ab160e78-8e1a-4ee1-8a0a-3ab4adba302b,E13-7116-18198-01,SIM-B-FGHORP-E13711618198-HEALTHY-231,2026-10-05,68,52,44.23,107,3007.64,WARNING
58834102-15d6-4006-b4b6-3f85999e431f,bf2f1d66-b217-4b41-acb7-3605bd2ce28a,E45-7127-04970-01,SIM-B-FSCONC-E45712704970-HEALTHY-014,2026-10-05,478,39,1.39,107,664.42,WARNING
b9efee61-99c3-4630-8ae2-1079b4c19a8b,3ac8d640-6143-48b1-847a-ec720633e254,F72-3993-04361-01,SIM-B-FSCCAR-F72399304361-HEALTHY-048,2026-10-05,321,49,0.5,107,160.5,WARNING
b7338d3e-13cc-4e5d-819b-feeb4638b94f,3ac8d640-6143-48b1-847a-ec720633e254,FT0-C009-02829-01,SIM-B-FSCCAR-FT0C00902829-LOW_STOCK-002,2026-10-05,38,55,22.79,107,866.02,WARNING
7efa3e7a-cfa1-427e-bf6e-ac8bb0d32342,64b87f0b-d7de-46cc-9900-026be05d37d0,FT0-4636-01342-01,SIM-B-FSCDAY-FT0463601342-HEALTHY-143,2026-10-05,166,68,0.52,107,86.32,WARNING
465f11f0-480b-49f2-a277-b01e53eeb576,64b87f0b-d7de-46cc-9900-026be05d37d0,J80-9866-10248-01,SIM-B-FSCDAY-J80986610248-HEALTHY-227,2026-10-05,62,68,136,107,8432,WARNING
9953bc49-22a7-4f7e-b065-2922e9d798fc,3b42936b-7b0f-4d51-806d-8ac6eab5009c,J82-5877-02158-01,SIM-B-FSCAMB-J82587702158-HEALTHY-216,2026-10-05,294,56,1.83,107,538.02,WARNING
85fff857-e6b1-4430-8f2a-b8e4274bece2,496cd94e-4f16-4a63-a599-7da8e75020a4,E50-5249-01168-01,SIM-B-FRNRET-E50524901168-HEALTHY-190,2026-10-05,33,41,12.18,107,401.94,WARNING
2302f793-b9b1-4930-a81c-72ea254bba01,b477cd79-c0e5-4dcf-9804-2be2ef47a936,FT0-E066-00176-01,SIM-B-FRNRET-FT0E06600176-HEALTHY-109,2026-10-05,42,40,83.35,107,3500.7,WARNING
4ee3217c-1f44-47b7-92e4-c9e8588296ee,b477cd79-c0e5-4dcf-9804-2be2ef47a936,F31-1744-02222-01,SIM-B-FRNRET-F31174402222-HEALTHY-239,2026-10-05,24,53,76.26,107,1830.24,WARNING
811a6c2f-84f7-4fb3-bad9-79738e84a94c,63078148-c8f6-4537-b3f2-edcec7fd1bd4,F38-4765-00404-01,SIM-B-FRNRET-F38476500404-HEALTHY-001,2026-10-05,416,44,0.77,107,320.32,WARNING
7712f02c-b811-49e2-9900-2888db1264da,64ff710c-c989-40e3-85a9-f7dbf941e486,EV6-B998-15107-01,SIM-B-EMERGE-EV6B99815107-HEALTHY-098,2026-10-05,49,50,55,107,2695,WARNING
201ac0a1-9b18-49a5-8519-93a070d03b2f,0084942a-7f9c-4342-a2ef-afdd30ce7796,E45-D466-17885-01,SIM-B-FALCON-E45D46617885-HEALTHY-364,2026-10-05,74,40,1.81,107,133.94,WARNING
fbe0b581-957c-421a-9eec-499c2f805027,64ff710c-c989-40e3-85a9-f7dbf941e486,J88-1516-05666-01,SIM-B-EMERGE-J88151605666-HEALTHY-122,2026-10-05,72,51,20,107,1440,WARNING
ccd7af45-9961-4052-8ef5-08de934b56bc,ab160e78-8e1a-4ee1-8a0a-3ab4adba302b,E53-8463-08347-01,SIM-B-FGHORP-E53846308347-HEALTHY-157,2026-10-06,323,79,2.8,108,904.4,WARNING
110b3305-8c73-4494-b88d-88c8b42ce6d6,bf2f1d66-b217-4b41-acb7-3605bd2ce28a,F98-D429-17903-01,SIM-B-FSCONC-F98D42917903-HEALTHY-353,2026-10-06,35,46,107,108,3745,WARNING
04918a05-e6ac-4e36-93c8-f7e0db67340e,8e5d3a05-f0d7-4a5a-9272-3b9b73802c23,J76-2399-00157-02,SIM-B-FSCDIA-J76239900157-LOW_STOCK-002,2026-10-06,22,35,157,108,3454,WARNING
0cf71f89-1725-42ef-8a7a-6904b88d7316,3ac8d640-6143-48b1-847a-ec720633e254,E50-4350-13361-01,SIM-B-FSCCAR-E50435013361-HEALTHY-169,2026-10-06,184,21,1.82,108,334.88,WARNING
f1703a31-829a-4951-b014-d583861c3c1b,64b87f0b-d7de-46cc-9900-026be05d37d0,J23-3588-00769-01,SIM-B-FSCDAY-J23358800769-HEALTHY-376,2026-10-06,103,62,5.98,108,615.94,WARNING
1b2da63b-96ca-409b-a1fa-89e7196cebef,c8deb8a8-4c5d-44b5-86c8-95a61cd4731e,E41-5827-04132-01,SIM-B-FRNRET-E41582704132-HEALTHY-264,2026-10-06,149,31,12.52,108,1865.48,WARNING
b914005a-ac07-48bf-b9d1-8a800be7da18,63078148-c8f6-4537-b3f2-edcec7fd1bd4,J81-1480-00888-02,SIM-B-FRNRET-J81148000888-HEALTHY-228,2026-10-06,98,55,19.16,108,1877.68,WARNING
b3cb893a-a115-4eeb-b821-740f4e4bdd6f,8e5d3a05-f0d7-4a5a-9272-3b9b73802c23,J82-B148-12334-01,SIM-B-FSCDIA-J82B14812334-HEALTHY-346,2026-10-06,110,52,24,108,2640,WARNING
d8758bb5-534f-43f7-92d1-d8c10536b171,ab160e78-8e1a-4ee1-8a0a-3ab4adba302b,EU6-A423-11068-01,SIM-B-FGHORP-EU6A42311068-HEALTHY-125,2026-10-07,89,77,1.2,109,106.8,WARNING
3f4dd8ea-5e95-4ee4-9e85-668c4bfa6a5f,bf2f1d66-b217-4b41-acb7-3605bd2ce28a,J23-4113-03936-01,SIM-B-FSCONC-J23411303936-HEALTHY-265,2026-10-07,340,30,1.17,109,397.8,WARNING
4dc33e6a-12fd-4ba7-a01a-4d09f080a6e4,bf2f1d66-b217-4b41-acb7-3605bd2ce28a,E58-4271-07176-01,SIM-B-FSCONC-E58427107176-HEALTHY-295,2026-10-07,265,46,0.75,109,198.75,WARNING
4403e67a-b3e4-4511-9ca9-7453037a0c90,64b87f0b-d7de-46cc-9900-026be05d37d0,J23-4110-02342-01,SIM-B-FSCDAY-J23411002342-PRE_OOS-002,2026-10-07,28,31,1.8,109,50.4,WARNING
9a712c36-fab5-4cbd-bf6a-118e4f21f6f5,3b42936b-7b0f-4d51-806d-8ac6eab5009c,J30-6451-00708-01,SIM-B-FSCAMB-J30645100708-HEALTHY-168,2026-10-07,175,39,18.52,109,3241,WARNING
b86f95d1-3564-4ac7-9acf-04a6713b5498,ff4445cb-add6-4bca-9b1b-bcfa8c1953a9,E93-4075-03665-01,SIM-B-FRNRET-E93407503665-HEALTHY-122,2026-10-07,199,59,14.83,109,2951.17,WARNING
21982070-ccad-4c6c-9498-55ba5ece6071,64ff710c-c989-40e3-85a9-f7dbf941e486,FM2-A624-11356-01,SIM-B-EMERGE-FM2A62411356-HEALTHY-052,2026-10-07,144,30,17,109,2448,WARNING
cc26cb1c-e601-4cf4-a844-abceef676e71,64ff710c-c989-40e3-85a9-f7dbf941e486,E12-3499-20179-01,SIM-B-EMERGE-E12349920179-HEALTHY-063,2026-10-07,24,23,155,109,3720,WARNING
f80414a7-dd7b-46b2-b4b2-35ace638cd6c,0084942a-7f9c-4342-a2ef-afdd30ce7796,J77-7181-00774-01,SIM-B-FALCON-J77718100774-PRE_OOS-007,2026-10-07,197,60,0.23,109,45.31,WARNING
d740b254-95ff-4ffc-8449-f443216595b1,f1c21a7b-b096-4416-ae32-343bb5fac048,G95-6165-06555-01,BASE-GENE-04395,2026-10-07,51,17,90.63,109,4622.13,WARNING
b62d7183-6582-48b9-8070-76191d43ecd6,ab160e78-8e1a-4ee1-8a0a-3ab4adba302b,H02-1750-02228-01,SIM-B-FGHORP-H02175002228-HEALTHY-203,2026-10-08,49,58,54.27,110,2659.23,WARNING
5f0ff38e-d1e9-4766-aa62-24019d8e01bf,3ac8d640-6143-48b1-847a-ec720633e254,FM3-A607-11365-01,SIM-B-FSCCAR-FM3A60711365-HEALTHY-314,2026-10-08,24,27,57.96,110,1391.04,WARNING
6a942290-d00f-4fea-b1ca-8b31dd3378a9,3b42936b-7b0f-4d51-806d-8ac6eab5009c,FT0-4637-03188-01,SIM-B-FSCAMB-FT0463703188-HEALTHY-032,2026-10-08,167,34,6.71,110,1120.57,WARNING
3fcd0f98-2960-401e-a50b-00d2d6a89632,3b42936b-7b0f-4d51-806d-8ac6eab5009c,F94-2437-02857-01,SIM-B-FSCAMB-F94243702857-HEALTHY-267,2026-10-08,151,38,6.36,110,960.36,WARNING
ecf128c0-4314-4a14-a39a-a93b2cdf18be,c8deb8a8-4c5d-44b5-86c8-95a61cd4731e,DQ1-A139-02340-01,SIM-B-FRNRET-DQ1A13902340-HEALTHY-120,2026-10-08,39,36,157.85,110,6156.15,WARNING
425c3ece-70e6-46de-b51d-5e131a9da32e,ff4445cb-add6-4bca-9b1b-bcfa8c1953a9,F26-3597-03828-01,SIM-B-FRNRET-F26359703828-HEALTHY-163,2026-10-08,51,20,67.53,110,3444.03,WARNING
38f0380c-66ab-4c3b-8f38-92f224c058bc,ff4445cb-add6-4bca-9b1b-bcfa8c1953a9,EC5-A540-03510-01,SIM-B-FRNRET-EC5A54003510-HEALTHY-086,2026-10-08,170,47,1.01,110,171.7,WARNING
0649e2b9-190a-4374-82f5-b302352603fe,e8b717ca-3dbe-481d-a83a-1ac5aeb522fe,J23-3588-00772-02,SIM-B-FGHEME-J23358800772-HEALTHY-105,2026-10-09,105,20,0.3,111,31.5,WARNING
b7a12701-8520-4b97-81d7-b86cf43ef6e9,e8b717ca-3dbe-481d-a83a-1ac5aeb522fe,EV7-B112-12259-01,SIM-B-FGHEME-EV7B11212259-HEALTHY-178,2026-10-09,198,53,32.52,111,6438.96,WARNING
f2a8a6f8-19a6-4986-a364-a9d1f9ad0fa1,bf2f1d66-b217-4b41-acb7-3605bd2ce28a,E53-2811-01474-01,SIM-B-FSCONC-E53281101474-LOW_STOCK-017,2026-10-09,30,50,3.09,111,92.7,WARNING
708ec066-98e7-4dd4-865a-770cbbac1797,bf2f1d66-b217-4b41-acb7-3605bd2ce28a,FL8-4216-17494-01,SIM-B-FSCONC-FL8421617494-HEALTHY-294,2026-10-09,61,68,80,111,4880,WARNING
e765b9c0-cb57-4b40-9752-93128c1b01b7,64b87f0b-d7de-46cc-9900-026be05d37d0,J41-0545-00602-01,SIM-B-FSCDAY-J41054500602-HEALTHY-106,2026-10-09,10,37,28.36,111,283.6,WARNING
5e52a99c-bf9c-4c30-bbb7-66bbdd7f65b3,496cd94e-4f16-4a63-a599-7da8e75020a4,E53-1662-00588-01,SIM-B-FRNRET-E53166200588-HEALTHY-000,2026-10-09,279,45,2.39,111,666.81,WARNING
68bb6382-2db9-40ae-8627-2c83e34859e4,3b42936b-7b0f-4d51-806d-8ac6eab5009c,J82-6327-00730-01,SIM-B-FSCAMB-J82632700730-HEALTHY-073,2026-10-09,317,25,0.52,111,164.84,WARNING
1a831683-996f-4f1b-8e38-21d55d5f97d9,496cd94e-4f16-4a63-a599-7da8e75020a4,EV0-A417-11069-01,SIM-B-FRNRET-EV0A41711069-HEALTHY-171,2026-10-09,43,17,110.8,111,4764.4,WARNING
56fc73bb-c6a4-4899-b4e1-243b0f115710,ff4445cb-add6-4bca-9b1b-bcfa8c1953a9,J23-3592-00512-01,SIM-B-FRNRET-J23359200512-HEALTHY-111,2026-10-09,91,46,0.34,111,30.94,WARNING
5ba2664a-024e-4f8e-9794-08a7cd6560d1,ff4445cb-add6-4bca-9b1b-bcfa8c1953a9,F69-3193-05738-01,SIM-B-FRNRET-F69319305738-HEALTHY-187,2026-10-09,61,28,66.85,111,4077.85,WARNING
44ac8f82-17e2-41a6-9fb8-b874ea6e4393,ab160e78-8e1a-4ee1-8a0a-3ab4adba302b,F38-2122-05927-01,SIM-B-FGHORP-F38212205927-HEALTHY-211,2026-10-10,355,79,0.75,112,266.25,WARNING
4ebbc6ca-6658-405e-9abb-60c682d58a50,64b87f0b-d7de-46cc-9900-026be05d37d0,EC7-A324-10858-01,SIM-B-FSCDAY-EC7A32410858-HEALTHY-250,2026-10-10,80,35,4,112,320,WARNING
0b18860f-39be-41b0-aa7e-491e315ff31c,496cd94e-4f16-4a63-a599-7da8e75020a4,J94-0714-05002-01,SIM-B-FRNRET-J94071405002-HEALTHY-087,2026-10-10,64,44,25.32,112,1620.48,WARNING
3ebb8c15-5bfb-48ed-8016-bf1bb40479d7,496cd94e-4f16-4a63-a599-7da8e75020a4,J81-5393-03528-01,SIM-B-FRNRET-J81539303528-HEALTHY-183,2026-10-10,491,29,2.82,112,1384.62,WARNING
66991f38-65ec-443c-9343-7c3d1c59a857,b477cd79-c0e5-4dcf-9804-2be2ef47a936,E45-D466-17888-01,SIM-B-FRNRET-E45D46617888-HEALTHY-095,2026-10-10,52,32,5.81,112,302.12,WARNING
c203dc1d-ad50-4a45-9f03-d6e6baf2a8b9,c8deb8a8-4c5d-44b5-86c8-95a61cd4731e,F38-2012-01743-01,SIM-B-FRNRET-F38201201743-HEALTHY-263,2026-10-10,382,32,0.73,112,278.86,WARNING
20dff6a4-d57e-41c0-84a2-2848560fe88f,c8deb8a8-4c5d-44b5-86c8-95a61cd4731e,E12-9368-09463-01,SIM-B-FRNRET-E12936809463-LOW_STOCK-010,2026-10-10,14,48,650,112,9100,WARNING
31d7db53-2053-4689-81e2-881e66e95c14,63078148-c8f6-4537-b3f2-edcec7fd1bd4,DQ6-3173-03600-02,SIM-B-FRNRET-DQ6317303600-HEALTHY-164,2026-10-10,49,28,187,112,9163,WARNING
3f00decd-9bea-4fb3-bab4-4bbe6144cfe5,0084942a-7f9c-4342-a2ef-afdd30ce7796,J82-9293-02568-02,SIM-B-FALCON-J82929302568-HEALTHY-106,2026-10-10,206,50,0.71,112,146.26,WARNING
5c6ffa09-2643-4490-8aad-5aa1b924d9c7,f1c21a7b-b096-4416-ae32-343bb5fac048,J81-0690-05308-01,SIM-B-FGHMAI-J81069005308-HEALTHY-209,2026-10-10,152,50,3.23,112,490.96,WARNING
b8261fce-fc9e-47a9-9a3e-deb3049a22e0,f1c21a7b-b096-4416-ae32-343bb5fac048,E08-3921-03186-02,SIM-B-FGHMAI-E08392103186-HEALTHY-171,2026-10-11,343,35,2.57,113,881.51,WARNING
36840044-7369-4fe8-be23-c30c0d20c484,c8deb8a8-4c5d-44b5-86c8-95a61cd4731e,EB3-1400-10825-02,SIM-B-FRNRET-EB3140010825-HEALTHY-239,2026-10-11,199,22,28,113,5572,WARNING
202174cf-19ee-416b-bb17-66c52ed36c26,c8deb8a8-4c5d-44b5-86c8-95a61cd4731e,J90-5044-00483-01,SIM-B-FRNRET-J90504400483-HEALTHY-169,2026-10-11,123,59,11.18,113,1375.14,WARNING
28d82c13-523d-415f-8fe6-401fd4afdbaf,c8deb8a8-4c5d-44b5-86c8-95a61cd4731e,EY2-E395-20604-01,SIM-B-FRNRET-EY2E39520604-HEALTHY-299,2026-10-11,53,54,114.96,113,6092.88,WARNING
ca7d7dea-ffef-4c94-afa8-90cab9d0d42e,ff4445cb-add6-4bca-9b1b-bcfa8c1953a9,J94-0714-05007-01,SIM-B-FRNRET-J94071405007-HEALTHY-120,2026-10-11,112,25,41.37,113,4633.44,WARNING
b181394b-6ee7-4498-81b5-38128c157935,ff4445cb-add6-4bca-9b1b-bcfa8c1953a9,E07-4433-04812-03,SIM-B-FRNRET-E07443304812-PRE_OOS-004,2026-10-11,44,39,1.35,113,59.4,WARNING
7fbb1c6d-1ad5-4baa-97f7-665f43745fb2,0084942a-7f9c-4342-a2ef-afdd30ce7796,J91-2171-00780-01,SIM-B-FALCON-J91217100780-HEALTHY-164,2026-10-11,97,39,26.51,113,2571.47,WARNING
eb51b4ba-3618-495c-866d-647bdf9c963a,8e5d3a05-f0d7-4a5a-9272-3b9b73802c23,F98-C551-15794-01,SIM-B-FSCDIA-F98C55115794-HEALTHY-103,2026-10-12,188,50,7.68,114,1443.84,WARNING
f2b1a687-cb52-4eb8-9a8e-b8058b505bd6,3ac8d640-6143-48b1-847a-ec720633e254,E50-B636-13360-01,SIM-B-FSCCAR-E50B63613360-HEALTHY-257,2026-10-12,28,48,34.3,114,960.4,WARNING
a8b5c8a2-13b9-486c-9c05-c35507e1143b,64b87f0b-d7de-46cc-9900-026be05d37d0,F91-E127-03894-01,SIM-B-FSCDAY-F91E12703894-HEALTHY-022,2026-10-12,40,33,2.21,114,88.4,WARNING
ea56e2b5-45a0-4265-a184-0090d22c333f,64b87f0b-d7de-46cc-9900-026be05d37d0,H02-1750-02228-01,SIM-B-FSCDAY-H02175002228-HEALTHY-292,2026-10-12,64,61,54.27,114,3473.28,WARNING
056e4895-18f9-47d3-b8b4-9b9ff9fba43f,3b42936b-7b0f-4d51-806d-8ac6eab5009c,EJ8-A364-10930-01,SIM-B-FSCAMB-EJ8A36410930-HEALTHY-289,2026-10-12,53,45,6.14,114,325.42,WARNING
c9694f1d-170b-4c78-8c40-77a5d5ed0f82,496cd94e-4f16-4a63-a599-7da8e75020a4,FT0-E066-00176-01,SIM-B-FRNRET-FT0E06600176-HEALTHY-257,2026-10-12,8,24,83.35,114,666.8,WARNING
