id,pharmacy_id,drug_code,batch_number,expiry_date,quantity_on_hand,minimum_stock,maximum_stock,unit_cost,inventory_status,received_date,storage_location,days_to_expiry,inventory_value_aed,stock_status
ac9a326f-2948-4084-8200-197b19c2ad8b,0084942a-7f9c-4342-a2ef-afdd30ce7796,C97-8072-01184-01,ENH-MAIN-00725,2028-07-19,39,11,81,86.14,ACTIVE,2025-07-10,MAIN STORE,760,3359.46,HEALTHY
e860d5bc-3f9f-44aa-8914-d3bd2af3a8e4,0084942a-7f9c-4342-a2ef-afdd30ce7796,CA6-9935-01817-02,BASE-GENE-07248,2026-12-03,0,1,4,4767.49,ACTIVE,2026-01-01,HIGH VALUE CABINET,166,0,OUT_OF_STOCK
5c1f0352-6948-491c-9c3b-599ceecf8249,0084942a-7f9c-4342-a2ef-afdd30ce7796,CC0-9767-03335-01,BASE-GENE-05752,2029-11-10,22,9,64,36.28,ACTIVE,2025-12-12,CONTROLLED ROOM,1239,798.16,HEALTHY
f00c5084-c02b-4aa9-a2e2-a745f90bd90b,0084942a-7f9c-4342-a2ef-afdd30ce7796,CC0-A681-05561-01,BASE-GENE-04328,2031-01-14,4,1,7,507.4,ACTIVE,2025-08-02,CONTROLLED ROOM,1669,2029.6,HEALTHY
fb69b381-9360-40b4-a87b-caf50d4ff236,0084942a-7f9c-4342-a2ef-afdd30ce7796,CC0-A752-03366-01,ENH-MAIN-00198,2031-02-25,469,120,865,13.86,ACTIVE,2025-11-24,FRIDGE,1711,6500.34,HEALTHY
997b74d7-f7e5-4c2c-8186-3c470f70b834,0084942a-7f9c-4342-a2ef-afdd30ce7796,CD4-A394-11049-01,ENH-MAIN-00495,2031-06-05,2,1,4,298.81,ACTIVE,2025-12-30,MAIN STORE,1811,597.62,HEALTHY
c06da2c2-980a-40c8-ba82-8f41e6309790,0084942a-7f9c-4342-a2ef-afdd30ce7796,CD4-A394-11112-04,ENH-MAIN-00916,2028-06-27,9,3,27,286.16,ACTIVE,2026-04-30,SHELF A,738,2575.44,HEALTHY
e8bd626f-d635-4f9b-b34b-af1554a47940,0084942a-7f9c-4342-a2ef-afdd30ce7796,CD4-B115-06382-01,BASE-GENE-07389,2029-10-20,3,1,5,4192.36,ACTIVE,2025-07-27,HIGH VALUE CABINET,1218,12577.08,HEALTHY
f7be9906-954b-450b-b4c2-2f5c82471e2b,0084942a-7f9c-4342-a2ef-afdd30ce7796,CF2-A306-13728-02,ENH-MAIN-01104,2030-09-01,56,18,129,59.94,ACTIVE,2025-07-16,FRIDGE,1534,3356.64,HEALTHY
5c45c764-bdcb-4fe8-828c-d72cf77243fc,0084942a-7f9c-4342-a2ef-afdd30ce7796,CJ1-9834-10185-02,ENH-MAIN-00745,2028-08-15,4,1,7,4387.56,ACTIVE,2026-01-31,HIGH VALUE CABINET,787,17550.24,HEALTHY
68d17640-363b-48c4-b0fb-edb02f1fc50d,0084942a-7f9c-4342-a2ef-afdd30ce7796,CJ5-9832-10189-01,BASE-GENE-01490,2028-09-30,4,3,23,82.4,ACTIVE,2025-10-17,CONTROLLED ROOM,833,329.6,HEALTHY
73a211d7-2cf4-4aa5-8386-d64535abb7c9,0084942a-7f9c-4342-a2ef-afdd30ce7796,CL4-D574-18179-01,ENH-MAIN-00699,2030-06-20,3,1,10,313.3,ACTIVE,2026-05-19,MAIN STORE,1461,939.9,HEALTHY
9dae7a9b-bf59-48e4-96eb-ce849d7a8386,0084942a-7f9c-4342-a2ef-afdd30ce7796,CT0-9908-10302-01,BASE-GENE-00304,2029-03-17,11,4,28,187.94,ACTIVE,2025-09-25,SHELF A,1001,2067.34,HEALTHY
688f22dd-181e-43e9-97c8-cb1cebae0a9d,0084942a-7f9c-4342-a2ef-afdd30ce7796,CW1-9805-02202-01,BASE-GENE-01431,2026-08-29,0,1,12,191.29,ACTIVE,2026-03-19,CONTROLLED ROOM,70,0,OUT_OF_STOCK
4fde41f2-491d-49ad-b2b6-c22f0dee638e,0084942a-7f9c-4342-a2ef-afdd30ce7796,CW9-B350-04970-01,ENH-MAIN-00629,2029-07-13,56,18,135,69.58,ACTIVE,2025-12-19,SHELF B,1119,3896.48,HEALTHY
7fad9bb7-0731-43be-a130-20046a3b9131,0084942a-7f9c-4342-a2ef-afdd30ce7796,CW9-C458-04215-01,ENH-MAIN-00128,2030-04-19,0,2,16,106.04,ACTIVE,2026-04-01,FRIDGE,1399,0,OUT_OF_STOCK
bb1276de-1a0d-4740-ae3a-188fc59320b6,0084942a-7f9c-4342-a2ef-afdd30ce7796,CW9-D078-05080-01,BASE-GENE-00488,2028-09-17,1,2,14,659.29,ACTIVE,2026-06-13,FRIDGE,820,659.29,LOW_STOCK
5d33f95d-8cf0-4f0e-b2a6-97d0690ccc71,0084942a-7f9c-4342-a2ef-afdd30ce7796,CW9-D217-02506-01,ENH-MAIN-01093,2027-07-01,0,1,5,635.17,ACTIVE,2025-12-17,SHELF A,376,0,OUT_OF_STOCK
58a6a2de-fef5-4ca9-812c-e4042cb699cd,0084942a-7f9c-4342-a2ef-afdd30ce7796,CW9-D256-05780-01,BASE-GENE-04173,2027-05-27,0,4,30,176.28,ACTIVE,2025-11-15,CONTROLLED ROOM,341,0,OUT_OF_STOCK
e9826969-ce87-4443-aed5-f591386d94dd,0084942a-7f9c-4342-a2ef-afdd30ce7796,CW9-D621-05397-01,ENH-MAIN-01002,2026-07-30,0,2,14,223.87,ACTIVE,2025-12-19,FRIDGE,40,0,OUT_OF_STOCK
ab3f621c-d0fa-41ca-bc9c-caf43ccf66f5,0084942a-7f9c-4342-a2ef-afdd30ce7796,D01-0537-02048-01,ENH-MAIN-00303,2026-08-24,0,1,5,684.23,ACTIVE,2026-04-10,FRIDGE,65,0,OUT_OF_STOCK
fc6cc94b-54a1-4e0e-ade0-e0b0e918e74b,0084942a-7f9c-4342-a2ef-afdd30ce7796,D01-3882-04067-02,ENH-MAIN-00209,2028-05-02,2,4,30,182.51,ACTIVE,2025-09-12,MAIN STORE,682,365.02,LOW_STOCK
2c2be181-1f45-4dfe-b320-e06fe655305b,0084942a-7f9c-4342-a2ef-afdd30ce7796,D06-5482-02230-01,ENH-MAIN-01133,2028-03-08,0,3,23,83.97,ACTIVE,2025-11-16,CONTROLLED ROOM,627,0,OUT_OF_STOCK
f98a4605-424f-4a62-b9e3-9c971c7ceef0,0084942a-7f9c-4342-a2ef-afdd30ce7796,D07-1140-05962-01,ENH-MAIN-00640,2028-02-03,0,3,21,156.45,ACTIVE,2026-05-07,FRIDGE,593,0,OUT_OF_STOCK
241a4325-3280-4b52-b4cf-35aad1390efd,0084942a-7f9c-4342-a2ef-afdd30ce7796,D09-2652-03212-01,ENH-MAIN-00912,2027-08-26,11,4,34,271.01,ACTIVE,2025-09-10,FRIDGE,432,2981.11,HEALTHY
b056271a-5269-4302-8c25-cffdbfe6907b,0084942a-7f9c-4342-a2ef-afdd30ce7796,D09-5038-02017-01,ENH-MAIN-00657,2027-06-24,8,5,36,134.36,ACTIVE,2025-10-25,SHELF A,369,1074.88,HEALTHY
3a2ccaed-84fa-49f3-9c15-3c4e44430b6c,0084942a-7f9c-4342-a2ef-afdd30ce7796,D13-1140-05960-01,BASE-GENE-02064,2026-10-12,0,2,18,257.01,ACTIVE,2025-07-04,SHELF A,114,0,OUT_OF_STOCK
6881010a-8ab8-4d97-b7a9-6c876cd00dab,0084942a-7f9c-4342-a2ef-afdd30ce7796,D16-4744-05319-01,ENH-MAIN-00472,2030-11-04,2,5,36,244.82,ACTIVE,2025-10-05,SHELF B,1598,489.64,LOW_STOCK
01a3f476-e54b-4542-a9e9-96314aabe76d,0084942a-7f9c-4342-a2ef-afdd30ce7796,D28-5674-05439-01,BASE-GENE-04022,2029-02-21,1,2,14,163.35,ACTIVE,2025-10-19,FRIDGE,977,163.35,LOW_STOCK
43fd3b33-6c10-492f-8bd8-d7c3457ae4c0,0084942a-7f9c-4342-a2ef-afdd30ce7796,D36-6488-06610-01,BASE-GENE-07785,2027-01-22,0,2,16,136.13,ACTIVE,2025-06-26,SHELF B,216,0,OUT_OF_STOCK
6e7d0803-91ff-4549-9d5b-cabf8113472e,0084942a-7f9c-4342-a2ef-afdd30ce7796,D44-7661-07541-01,ENH-MAIN-00983,2029-04-04,2,1,4,1380.32,ACTIVE,2026-06-12,HIGH VALUE CABINET,1019,2760.64,HEALTHY
5f6e0571-06b6-4cd8-933b-d3688c51719c,0084942a-7f9c-4342-a2ef-afdd30ce7796,D45-1838-01259-01,BASE-GENE-06138,2028-06-25,19,8,63,76.7,ACTIVE,2025-11-19,FRIDGE,736,1457.3,HEALTHY
2c816ba3-9c20-49f0-9ce5-a9c5d6684203,0084942a-7f9c-4342-a2ef-afdd30ce7796,D47-7189-07191-01,ENH-MAIN-00604,2028-05-27,1,2,19,317.08,ACTIVE,2026-02-11,SHELF B,707,317.08,LOW_STOCK
009048cc-6782-4a94-9f21-899c712159d9,0084942a-7f9c-4342-a2ef-afdd30ce7796,D47-7542-07456-01,ENH-MAIN-00007,2026-07-25,0,1,5,973.65,ACTIVE,2025-09-16,SHELF A,35,0,OUT_OF_STOCK
0882682d-54d6-4431-82bd-08bd53435807,0084942a-7f9c-4342-a2ef-afdd30ce7796,D50-4859-01152-01,ENH-MAIN-00265,2030-01-14,10,5,36,327.46,ACTIVE,2026-02-17,SHELF B,1304,3274.6,HEALTHY
e6a98526-0295-4716-8b00-380d7bd3e56b,0084942a-7f9c-4342-a2ef-afdd30ce7796,D51-1321-01654-01,ENH-MAIN-00431,2028-03-07,0,1,7,783.17,ACTIVE,2026-04-06,CONTROLLED ROOM,626,0,OUT_OF_STOCK
2e076a86-349d-4266-a511-654f6ceca3c7,0084942a-7f9c-4342-a2ef-afdd30ce7796,D54-C335-14914-01,BASE-GENE-03610,2027-10-24,0,1,10,186.91,ACTIVE,2026-01-07,FRIDGE,491,0,OUT_OF_STOCK
fa0961b6-745f-418d-8204-01cf9929d825,0084942a-7f9c-4342-a2ef-afdd30ce7796,D56-1734-02173-01,ENH-MAIN-00637,2026-12-10,0,1,5,3133.31,ACTIVE,2026-05-31,HIGH VALUE CABINET,173,0,OUT_OF_STOCK
4a459c9e-5258-4b9e-aca8-38d998320905,0084942a-7f9c-4342-a2ef-afdd30ce7796,D60-0434-05011-01,ENH-MAIN-00913,2030-04-27,2,2,16,181.24,ACTIVE,2025-09-27,MAIN STORE,1407,362.48,LOW_STOCK
db42da59-b39b-4c0c-b31f-e2b9ab03626b,0084942a-7f9c-4342-a2ef-afdd30ce7796,D60-0699-00790-01,BASE-GENE-07364,2030-11-19,3,1,5,173.62,ACTIVE,2025-07-18,SHELF B,1613,520.86,HEALTHY
a24a6898-346c-49f0-b8a1-d5c6f846ba6b,0084942a-7f9c-4342-a2ef-afdd30ce7796,D60-1732-04593-01,ENH-MAIN-00459,2029-05-26,18,6,48,94.37,ACTIVE,2025-10-19,CONTROLLED ROOM,1071,1698.66,HEALTHY
33fbdb9e-450d-4803-a6a1-5ab105947445,0084942a-7f9c-4342-a2ef-afdd30ce7796,D60-2015-02362-01,BASE-GENE-01522,2031-03-10,0,1,12,322.85,ACTIVE,2025-10-28,CONTROLLED ROOM,1724,0,OUT_OF_STOCK
a53dbc39-6039-438e-aa4e-3144aa40b72e,0084942a-7f9c-4342-a2ef-afdd30ce7796,D60-5385-05381-01,BASE-GENE-05774,2029-10-11,40,16,117,23.74,ACTIVE,2026-01-07,FRIDGE,1209,949.6,HEALTHY
5fcbdd48-192a-499d-a5ea-b90c84f38f42,0084942a-7f9c-4342-a2ef-afdd30ce7796,D62-0401-03648-01,ENH-MAIN-00746,2026-10-20,0,1,5,191.92,ACTIVE,2025-10-23,MAIN STORE,122,0,OUT_OF_STOCK
4d8e1158-780d-4091-a494-851bd77c45f4,0084942a-7f9c-4342-a2ef-afdd30ce7796,D66-2444-05216-01,ENH-MAIN-01094,2028-04-28,1,2,14,174.91,ACTIVE,2026-03-31,SHELF B,678,174.91,LOW_STOCK
7d2eef8f-bdd8-48f0-bf24-62b19961e03f,0084942a-7f9c-4342-a2ef-afdd30ce7796,D69-2619-02887-01,ENH-MAIN-01075,2028-10-15,27,11,82,88.59,ACTIVE,2025-10-14,MAIN STORE,848,2391.93,HEALTHY
d41fc213-26cf-4899-b666-0809d7ad7577,0084942a-7f9c-4342-a2ef-afdd30ce7796,D71-1962-02350-01,ENH-MAIN-00664,2031-06-14,426,109,784,7.33,ACTIVE,2025-06-18,FRIDGE,1820,3122.58,HEALTHY
ab899868-6700-4cc8-9927-9aae1e69dff2,0084942a-7f9c-4342-a2ef-afdd30ce7796,D71-6799-05969-01,ENH-MAIN-00724,2031-02-28,11,4,32,141.99,ACTIVE,2026-04-21,SHELF A,1714,1561.89,HEALTHY
78b4d893-f692-4748-9f4d-b90a279ede2e,0084942a-7f9c-4342-a2ef-afdd30ce7796,D74-4291-02800-01,ENH-MAIN-00679,2028-06-24,11,4,30,218.57,ACTIVE,2025-08-31,MAIN STORE,735,2404.27,HEALTHY
6bd2e1c6-0266-4e6d-8593-6f11bd8b33bf,0084942a-7f9c-4342-a2ef-afdd30ce7796,D75-0574-00827-01,ENH-MAIN-00053,2028-12-14,0,3,23,125.3,ACTIVE,2026-04-25,MAIN STORE,908,0,OUT_OF_STOCK
8d1a23c7-d797-4fd0-9cbd-bb9846926e4b,0084942a-7f9c-4342-a2ef-afdd30ce7796,D75-0577-04852-01,BASE-GENE-06910,2028-04-25,54,16,120,85.67,ACTIVE,2025-08-23,FRIDGE,675,4626.18,HEALTHY
a429a92d-9b50-400c-a2c4-89a49a4c405a,0084942a-7f9c-4342-a2ef-afdd30ce7796,D76-4503-00411-01,ENH-MAIN-00795,2030-07-04,3,2,18,342,ACTIVE,2026-06-06,MAIN STORE,1475,1026,HEALTHY
31b2e25b-d1fc-4c4a-83d0-f346d9af010b,0084942a-7f9c-4342-a2ef-afdd30ce7796,D80-1215-01156-01,BASE-GENE-00546,2029-06-21,1,2,16,84.33,ACTIVE,2026-05-17,SHELF B,1097,84.33,LOW_STOCK
0cc29002-162e-4bdd-bebd-e9888b579981,0084942a-7f9c-4342-a2ef-afdd30ce7796,D81-1232-03907-01,ENH-MAIN-00901,2029-11-29,6,4,34,138.83,ACTIVE,2026-05-29,FRIDGE,1258,832.98,HEALTHY
6af654dd-a812-48e0-9c19-8a3f4f4619f2,0084942a-7f9c-4342-a2ef-afdd30ce7796,D81-1232-03907-02,ENH-MAIN-00329,2031-01-12,120,33,237,3.12,ACTIVE,2025-12-14,SHELF A,1667,374.4,HEALTHY
049651be-fe5d-48aa-9d4f-1b4a8ecf86f8,0084942a-7f9c-4342-a2ef-afdd30ce7796,D81-1232-03907-03,ENH-MAIN-00350,2026-11-10,568,144,1038,2.45,ACTIVE,2025-11-21,SHELF B,143,1391.6,NEAR_EXPIRY_WARNING
3ac92b48-b9c8-456c-8ac7-b406e2437b4c,0084942a-7f9c-4342-a2ef-afdd30ce7796,D81-1235-02192-01,BASE-GENE-01836,2029-05-27,0,1,12,718.11,ACTIVE,2026-05-06,SHELF B,1072,0,OUT_OF_STOCK
7ae84967-c51e-4990-9e0a-51bb18e2bb8d,0084942a-7f9c-4342-a2ef-afdd30ce7796,D82-2378-03891-01,ENH-MAIN-00993,2030-08-01,2,1,4,2133.7,ACTIVE,2026-01-09,HIGH VALUE CABINET,1503,4267.4,HEALTHY
bdd7607c-456e-4141-b659-b87b74addd9c,0084942a-7f9c-4342-a2ef-afdd30ce7796,D82-8000-10585-02,ENH-MAIN-00386,2028-03-08,0,1,4,3052.51,ACTIVE,2026-01-15,HIGH VALUE CABINET,627,0,OUT_OF_STOCK
3bdbf1f0-f85b-44b2-b3d0-6ce0c1ac0d47,0084942a-7f9c-4342-a2ef-afdd30ce7796,D84-0222-06633-01,ENH-MAIN-00539,2026-12-28,43,16,115,40.36,ACTIVE,2026-02-23,SHELF B,191,1735.48,HEALTHY
1da1a516-3456-4f11-9b14-80bd1374f1ff,0084942a-7f9c-4342-a2ef-afdd30ce7796,D84-1684-03807-01,BASE-GENE-03405,2030-02-22,5,1,9,294.25,ACTIVE,2026-05-26,MAIN STORE,1343,1471.25,HEALTHY
7672e635-58ed-438d-952c-df4586cebfe2,0084942a-7f9c-4342-a2ef-afdd30ce7796,D84-2745-00952-01,ENH-MAIN-00136,2031-05-09,3,1,5,713.03,ACTIVE,2026-01-26,MAIN STORE,1784,2139.09,HEALTHY
4aa2e58c-a6aa-4b46-af5f-bc81441f67b1,0084942a-7f9c-4342-a2ef-afdd30ce7796,D86-0508-01027-01,ENH-MAIN-00234,2031-03-08,3,1,5,536.33,ACTIVE,2025-09-17,SHELF B,1722,1608.99,HEALTHY
b4b6fdbb-a9ad-45fd-affd-19aaef1e7031,0084942a-7f9c-4342-a2ef-afdd30ce7796,D86-0882-01018-01,ENH-MAIN-00051,2027-04-25,0,1,9,260.21,ACTIVE,2025-11-13,SHELF B,309,0,OUT_OF_STOCK
cb2cc9b1-b3a4-4b59-bb97-23b23293b2a4,0084942a-7f9c-4342-a2ef-afdd30ce7796,D86-0967-01274-01,ENH-MAIN-00333,2030-09-26,6,3,27,204.66,ACTIVE,2026-04-26,MAIN STORE,1559,1227.96,HEALTHY
354cacd6-e48b-45c6-9c58-d4ff1c2138be,0084942a-7f9c-4342-a2ef-afdd30ce7796,D86-1053-01003-01,ENH-MAIN-00057,2027-09-08,0,2,18,111.99,ACTIVE,2026-04-12,MAIN STORE,445,0,OUT_OF_STOCK
a177cc7f-6aff-4268-ba02-78d52cbc031d,0084942a-7f9c-4342-a2ef-afdd30ce7796,D86-1359-02570-01,ENH-MAIN-01077,2029-02-03,48,15,113,38.66,ACTIVE,2026-03-03,FRIDGE,959,1855.68,HEALTHY
952a875b-73ea-4052-9748-d18297c4945d,0084942a-7f9c-4342-a2ef-afdd30ce7796,D86-1376-01774-01,ENH-MAIN-00076,2031-03-07,21,6,46,57.19,ACTIVE,2026-03-28,SHELF A,1721,1200.99,HEALTHY
82da2b31-7f34-4d99-9aed-341055e78ac6,0084942a-7f9c-4342-a2ef-afdd30ce7796,D86-1376-01782-01,ENH-MAIN-00802,2030-06-23,0,2,19,131.21,ACTIVE,2025-06-15,SHELF B,1464,0,OUT_OF_STOCK
27b8bc99-3ca7-43ea-8687-98f635ae8b4a,0084942a-7f9c-4342-a2ef-afdd30ce7796,D86-1489-01969-01,ENH-MAIN-00348,2031-02-04,51,13,99,66.74,ACTIVE,2025-10-18,CONTROLLED ROOM,1690,3403.74,HEALTHY
e13a511b-595c-48fb-a8a7-8f1892d8bfe3,0084942a-7f9c-4342-a2ef-afdd30ce7796,D86-3344-01033-01,ENH-MAIN-00957,2029-12-16,4,3,27,271.15,ACTIVE,2026-04-09,CONTROLLED ROOM,1275,1084.6,HEALTHY
9ab614f4-1cf0-42cd-a0bd-263e364c864e,0084942a-7f9c-4342-a2ef-afdd30ce7796,D86-3848-04163-02,ENH-MAIN-00373,2027-11-22,0,4,32,129.46,ACTIVE,2026-02-07,SHELF B,520,0,OUT_OF_STOCK
425c0f51-ff30-440b-80bb-1efcb395b272,0084942a-7f9c-4342-a2ef-afdd30ce7796,D86-6552-04830-01,BASE-GENE-01931,2028-09-09,0,2,14,328.28,ACTIVE,2025-08-16,SHELF A,812,0,OUT_OF_STOCK
105b32d3-5da4-4a6b-8acb-e8ff0fbae39f,0084942a-7f9c-4342-a2ef-afdd30ce7796,D88-3245-03751-01,ENH-MAIN-01051,2028-01-29,0,3,21,288.42,ACTIVE,2025-07-09,SHELF B,588,0,OUT_OF_STOCK
c82ad775-ed53-45b8-befc-0f0f30d047ef,0084942a-7f9c-4342-a2ef-afdd30ce7796,D88-5439-05794-01,ENH-MAIN-01052,2030-06-11,0,1,12,119.07,ACTIVE,2025-08-07,SHELF B,1452,0,OUT_OF_STOCK
be73903a-902e-47c3-80ed-fff51e5e6d28,0084942a-7f9c-4342-a2ef-afdd30ce7796,D90-4287-03757-01,ENH-MAIN-00314,2026-12-30,0,2,19,200.17,ACTIVE,2025-09-09,SHELF B,193,0,OUT_OF_STOCK
051eb7c8-99a0-4c3c-a92c-6e31f5e35591,0084942a-7f9c-4342-a2ef-afdd30ce7796,D93-2414-01363-01,BASE-GENE-04418,2027-06-03,0,1,5,3834.83,ACTIVE,2026-04-09,HIGH VALUE CABINET,348,0,OUT_OF_STOCK
9b319eba-4dac-4262-a4cd-23e699502971,0084942a-7f9c-4342-a2ef-afdd30ce7796,D97-3946-05345-01,ENH-MAIN-00144,2029-07-08,18,5,36,209.04,ACTIVE,2025-12-11,SHELF B,1114,3762.72,HEALTHY
60c3a14c-fe55-4848-a9ad-d37d0852ec0e,0084942a-7f9c-4342-a2ef-afdd30ce7796,D98-1508-00032-01,BASE-GENE-06740,2028-07-25,2,1,4,293.17,ACTIVE,2025-07-29,MAIN STORE,766,586.34,HEALTHY
a5bbaccd-0a8e-4f0d-a36d-fa9aeb4b2b14,0084942a-7f9c-4342-a2ef-afdd30ce7796,D98-2162-00003-01,ENH-MAIN-01195,2026-09-19,0,5,36,330.61,ACTIVE,2026-05-22,SHELF B,91,0,OUT_OF_STOCK
49f8e7af-4b53-4ffb-b34d-012789aaa448,0084942a-7f9c-4342-a2ef-afdd30ce7796,D98-2262-00035-01,ENH-MAIN-00881,2027-12-14,590,150,1080,18.57,ACTIVE,2025-12-27,SHELF B,542,10956.3,HEALTHY
ae1d8dd8-ab56-49fb-8d39-8709bf33c725,0084942a-7f9c-4342-a2ef-afdd30ce7796,D98-3211-00057-01,BASE-GENE-05938,2030-10-26,7,4,34,128.16,ACTIVE,2026-05-26,FRIDGE,1589,897.12,HEALTHY
3a76fc86-01e3-48fd-b551-798a138aa643,0084942a-7f9c-4342-a2ef-afdd30ce7796,D98-6096-06290-01,ENH-MAIN-00682,2030-06-26,3,1,5,1517.87,ACTIVE,2026-03-28,HIGH VALUE CABINET,1467,4553.61,HEALTHY
eaf6991a-95ae-46cb-9e7d-680f263052a7,0084942a-7f9c-4342-a2ef-afdd30ce7796,D98-6135-06332-01,BASE-GENE-03964,2031-06-04,30,9,66,30.99,ACTIVE,2026-03-23,SHELF A,1810,929.7,HEALTHY
c2ba3c57-0d74-45bc-8358-ea2c1bdffe7f,0084942a-7f9c-4342-a2ef-afdd30ce7796,DC5-A169-00522-02,ENH-MAIN-00919,2030-07-27,0,1,12,605.46,ACTIVE,2025-07-27,MAIN STORE,1498,0,OUT_OF_STOCK
bfde1685-9726-47a7-8c5a-d31ab806ecb7,0084942a-7f9c-4342-a2ef-afdd30ce7796,DC5-A537-05791-02,ENH-MAIN-00438,2029-08-06,15,5,36,296.15,ACTIVE,2026-03-29,CONTROLLED ROOM,1143,4442.25,HEALTHY
85e7c6db-3b44-4dcb-ac46-9a5a5d621628,0084942a-7f9c-4342-a2ef-afdd30ce7796,DF4-A560-11242-01,ENH-MAIN-00352,2027-05-01,0,1,10,589.73,ACTIVE,2026-01-04,MAIN STORE,315,0,OUT_OF_STOCK
fd8262ab-d1d4-46f9-a55c-925c54becb70,0084942a-7f9c-4342-a2ef-afdd30ce7796,DL9-3589-11276-02,ENH-MAIN-00196,2028-11-05,4,3,27,162.44,ACTIVE,2025-07-26,SHELF A,869,649.76,HEALTHY
b84277f1-f57e-44fe-9223-4a9a6447222a,0084942a-7f9c-4342-a2ef-afdd30ce7796,DM0-A091-10543-01,ENH-MAIN-00886,2027-09-28,0,1,12,206.99,ACTIVE,2025-06-26,SHELF A,465,0,OUT_OF_STOCK
2428f506-91d1-450b-a3e0-9ce75d79f9db,0084942a-7f9c-4342-a2ef-afdd30ce7796,DM0-A092-10617-01,ENH-MAIN-00681,2028-03-09,0,4,34,126.82,ACTIVE,2025-11-06,FRIDGE,628,0,OUT_OF_STOCK
62b7375d-c764-4b36-9a40-5be8d6c87c21,0084942a-7f9c-4342-a2ef-afdd30ce7796,DN2-A116-10576-02,ENH-MAIN-00278,2029-01-25,5,1,9,944.93,ACTIVE,2025-12-26,CONTROLLED ROOM,950,4724.65,HEALTHY
0e0eeca8-e16a-4ddf-9f94-85bcfd6c8640,0084942a-7f9c-4342-a2ef-afdd30ce7796,DN4-1203-01551-02,BASE-GENE-01264,2028-07-02,8,4,34,117.7,ACTIVE,2025-10-01,FRIDGE,743,941.6,HEALTHY
771233cb-e808-43be-88e7-6a2845c03cb5,0084942a-7f9c-4342-a2ef-afdd30ce7796,DO2-B759-13541-02,SIM-B-FALCON-DO2B75913541-HEALTHY-228,2026-11-06,73,69,276,52,ACTIVE,2026-03-26,FalconMe-HEA-228,139,3796,NEAR_EXPIRY_WARNING
6c4d28d5-efd4-4be4-92ca-3421fa36fe21,0084942a-7f9c-4342-a2ef-afdd30ce7796,DO2-B774-13581-01,ENH-MAIN-00473,2030-03-28,2,1,4,126.47,ACTIVE,2025-06-16,MAIN STORE,1377,252.94,HEALTHY
80219da2-c662-4d40-830c-702006868070,0084942a-7f9c-4342-a2ef-afdd30ce7796,DO2-B774-13581-01,SIM-B-FALCON-DO2B77413581-HEALTHY-039,2027-11-18,151,34,136,36,ACTIVE,2026-05-12,FalconMe-HEA-039,516,5436,HEALTHY
cdd6214b-156d-46ce-886f-a7b57b068a5d,0084942a-7f9c-4342-a2ef-afdd30ce7796,DO2-B777-13582-02,SIM-B-FALCON-DO2B77713582-HEALTHY-359,2027-12-15,144,40,200,36,ACTIVE,2026-02-14,FalconMe-HEA-359,543,5184,HEALTHY
4f72e8e7-8666-4872-bf67-44da10728d1d,0084942a-7f9c-4342-a2ef-afdd30ce7796,DO3-A126-10599-02,BASE-GENE-04793,2026-08-16,78,20,144,87.54,ACTIVE,2026-06-03,SHELF A,57,6828.12,NEAR_EXPIRY_CRITICAL
32fd7f74-9a9a-4823-92a2-fa0c9808039e,0084942a-7f9c-4342-a2ef-afdd30ce7796,DP7-1133-10610-02,SIM-B-FALCON-DP7113310610-HEALTHY-381,2028-03-21,0,61,183,493.8,ACTIVE,2026-01-26,FalconMe-HEA-381,640,0,OUT_OF_STOCK
f75ea8f1-1a44-49da-8a69-345217e93824,0084942a-7f9c-4342-a2ef-afdd30ce7796,DQ0-6232-06404-02,SIM-B-FALCON-DQ0623206404-HEALTHY-204,2027-06-18,66,67,268,11.49,ACTIVE,2026-02-21,FalconMe-HEA-204,363,758.34,LOW_STOCK
b4571921-9c9e-455d-acd5-f9fd72860537,0084942a-7f9c-4342-a2ef-afdd30ce7796,DQ1-A139-02340-01,SIM-B-FALCON-DQ1A13902340-HEALTHY-266,2028-03-29,28,32,128,157.85,ACTIVE,2026-01-24,FalconMe-HEA-266,648,4419.8,LOW_STOCK
dc267c8d-514b-403f-ba3f-7d55273f58c5,0084942a-7f9c-4342-a2ef-afdd30ce7796,DQ6-0739-00850-01,SIM-B-FALCON-DQ6073900850-HEALTHY-205,2028-04-15,416,67,268,0.61,ACTIVE,2026-05-17,FalconMe-HEA-205,665,253.76,HEALTHY
380da444-4f89-4565-aa98-0fccec217a37,0084942a-7f9c-4342-a2ef-afdd30ce7796,DQ6-3173-03600-02,SIM-B-FALCON-DQ6317303600-HEALTHY-154,2027-11-21,29,36,144,187,ACTIVE,2026-01-04,FalconMe-HEA-154,519,5423,LOW_STOCK
23957b31-0362-424c-85b8-9b5cf4bab8f4,0084942a-7f9c-4342-a2ef-afdd30ce7796,DQ6-7747-00082-02,SIM-B-FALCON-DQ6774700082-HEALTHY-036,2027-06-24,453,56,280,0.95,ACTIVE,2026-01-18,FalconMe-HEA-036,369,430.35,HEALTHY
