id,pharmacy_id,drug_code,batch_number,system_quantity,counted_quantity,variance,variance_type,reason,status,resolved_by,resolved_at,created_at
5e73035a-db15-4f92-838a-fc55d92a7634,0084942a-7f9c-4342-a2ef-afdd30ce7796,B46-3104-00807-01,BASE-GENE-03479,11,9,-2,SHORTAGE,COUNTING_ERROR,UNDER_REVIEW,,,2026-03-28T09:00:00
7e7c3a97-e909-497d-a9cc-babf4b39561b,63078148-c8f6-4537-b3f2-edcec7fd1bd4,A29-0202-15980-01,BASE-COMM-03726,44,42,-2,SHORTAGE,SYSTEM_ERROR,REJECTED,Dr. Sara Al Nuaimi,2026-03-28T16:00:00,2026-03-28T09:00:00
b707e325-82b9-4faa-ad78-c183fd1447b2,63078148-c8f6-4537-b3f2-edcec7fd1bd4,A54-2371-03810-01,BASE-COMM-07167,176,166,-10,SHORTAGE,DISPENSING_ERROR,APPROVED,Pharm. Aisha Al Kaabi,2026-03-28T16:00:00,2026-03-28T09:00:00
41e18153-1dcc-4551-a827-20de10e5ebc3,63078148-c8f6-4537-b3f2-edcec7fd1bd4,A94-4543-02253-02,BASE-COMM-00153,139,146,7,SURPLUS,SYSTEM_ERROR,APPROVED,Dr. Sara Al Nuaimi,2026-03-28T16:00:00,2026-03-28T09:00:00
92aed48b-6540-4294-9e1c-2783ade7d42b,63078148-c8f6-4537-b3f2-edcec7fd1bd4,B08-7679-03592-01,BASE-COMM-07548,7,6,-1,SHORTAGE,THEFT_SUSPECTED,APPROVED,Dr. Sara Al Nuaimi,2026-03-28T16:00:00,2026-03-28T09:00:00
c467dced-1335-4c6b-a2eb-0f4cbd51bf96,63078148-c8f6-4537-b3f2-edcec7fd1bd4,B97-1331-01701-02,BASE-COMM-07014,59,56,-3,SHORTAGE,SYSTEM_ERROR,APPROVED,Pharm. Khalid Al Rashidi,2026-03-28T16:00:00,2026-03-28T09:00:00
a2392267-cbe5-4b92-85e5-c65645dd8d3f,bf2f1d66-b217-4b41-acb7-3605bd2ce28a,A23-5064-03377-02,BASE-SPEC-06333,5,4,-1,SHORTAGE,SYSTEM_ERROR,APPROVED,Pharm. Aisha Al Kaabi,2026-03-28T16:00:00,2026-03-28T09:00:00
3a2045c9-111a-4dcb-aa27-8de96b800dc0,bf2f1d66-b217-4b41-acb7-3605bd2ce28a,A75-5118-05387-01,ENH-FSC-ONC-02580,1,6,5,SURPLUS,COUNTING_ERROR,APPROVED,Dr. Mohammed Al Shamsi,2026-03-28T16:00:00,2026-03-28T09:00:00
8fe7cf91-3d96-49dd-a744-9aaf59aba6d2,3ac8d640-6143-48b1-847a-ec720633e254,A27-3714-04941-01,ENH-FSC-CARD-03780,45,32,-13,SHORTAGE,DISPENSING_ERROR,APPROVED,Dr. Sara Al Nuaimi,2026-03-28T16:00:00,2026-03-28T09:00:00
2b15a5bd-45c7-4873-95db-0ddb176acb5e,3ac8d640-6143-48b1-847a-ec720633e254,A37-3619-05484-01,BASE-GENE-06647,0,1,1,SURPLUS,COUNTING_ERROR,APPROVED,Dr. Ahmed Al Mansoori,2026-03-28T16:00:00,2026-03-28T09:00:00
2b435d66-fece-4ed7-b6e0-89c639d177c6,bf2f1d66-b217-4b41-acb7-3605bd2ce28a,A23-3056-03332-01,ENH-FSC-ONC-02820,1,0,-1,SHORTAGE,THEFT_SUSPECTED,UNDER_REVIEW,,,2026-03-28T09:00:00
530a4f6a-fb61-4a1b-b926-d9ebb00ce6ab,3ac8d640-6143-48b1-847a-ec720633e254,A58-7859-05317-01,BASE-GENE-00346,3,13,10,SURPLUS,RECEIVING_ERROR,APPROVED,Pharm. Aisha Al Kaabi,2026-03-28T16:00:00,2026-03-28T09:00:00
2dd3350c-608d-493a-8a90-95bcb5a4c214,3ac8d640-6143-48b1-847a-ec720633e254,A60-4815-04804-01,ENH-FSC-CARD-03723,30,23,-7,SHORTAGE,DISPENSING_ERROR,UNDER_REVIEW,,,2026-03-28T09:00:00
566c4dad-9b00-4620-9ff0-e524f85927a5,3ac8d640-6143-48b1-847a-ec720633e254,A75-B027-12098-01,BASE-GENE-02867,0,10,10,SURPLUS,RECEIVING_ERROR,UNDER_REVIEW,,,2026-03-28T09:00:00
0d3a11e9-2aaf-4edf-8fc8-92aa69002e27,bf2f1d66-b217-4b41-acb7-3605bd2ce28a,A49-3401-03614-01,ENH-FSC-ONC-02893,3,2,-1,SHORTAGE,SYSTEM_ERROR,APPROVED,Pharm. Khalid Al Rashidi,2026-03-28T16:00:00,2026-03-28T09:00:00
6a09effe-9f1e-42eb-99ee-905ff25e870a,3ac8d640-6143-48b1-847a-ec720633e254,AG9-D499-18004-01,BASE-GENE-00092,15,10,-5,SHORTAGE,THEFT_SUSPECTED,APPROVED,Dr. Sara Al Nuaimi,2026-03-28T16:00:00,2026-03-28T09:00:00
2b30c3bb-e25c-47ae-8e7f-4eb647fff25e,3ac8d640-6143-48b1-847a-ec720633e254,AJ1-B142-05377-01,ENH-FSC-CARD-03744,11,16,5,SURPLUS,SYSTEM_ERROR,APPROVED,Dr. Ahmed Al Mansoori,2026-03-28T16:00:00,2026-03-28T09:00:00
1caf4971-a5e1-4919-a1f6-3a5fc088a641,3ac8d640-6143-48b1-847a-ec720633e254,AQ6-D171-17023-01,BASE-GENE-04541,65,67,2,SURPLUS,RECEIVING_ERROR,UNDER_REVIEW,,,2026-03-28T09:00:00
59083e3b-8514-4c3e-8c4c-58230af07fff,bf2f1d66-b217-4b41-acb7-3605bd2ce28a,A44-3888-03532-02,BASE-SPEC-01981,69,67,-2,SHORTAGE,SYSTEM_ERROR,UNDER_REVIEW,,,2026-03-28T09:00:00
9531ee5b-3501-4137-9d02-67cc74d64459,3ac8d640-6143-48b1-847a-ec720633e254,B08-D417-17767-01,BASE-GENE-02761,55,53,-2,SHORTAGE,DISPENSING_ERROR,APPROVED,Dr. Ahmed Al Mansoori,2026-03-28T16:00:00,2026-03-28T09:00:00
44c72ca5-e28e-4dc3-b4ae-fccef73e2315,3ac8d640-6143-48b1-847a-ec720633e254,B46-3104-00807-01,ENH-FSC-CARD-03627,51,54,3,SURPLUS,COUNTING_ERROR,APPROVED,Dr. Ahmed Al Mansoori,2026-03-28T16:00:00,2026-03-28T09:00:00
c81f993d-ffe7-4ce4-8f9e-fad2ee89ef32,3ac8d640-6143-48b1-847a-ec720633e254,B48-6812-12708-02,BASE-GENE-03549,2,1,-1,SHORTAGE,DISPENSING_ERROR,APPROVED,Dr. Ahmed Al Mansoori,2026-03-28T16:00:00,2026-03-28T09:00:00
3c2f4a37-52d5-405a-a428-73731eea6170,bf2f1d66-b217-4b41-acb7-3605bd2ce28a,A68-0105-02276-01,ENH-FSC-ONC-02330,11,8,-3,SHORTAGE,THEFT_SUSPECTED,UNDER_REVIEW,,,2026-03-28T09:00:00
7552dbfe-0486-4784-86f4-bbe2a014a2a0,3ac8d640-6143-48b1-847a-ec720633e254,B97-4301-04742-01,ENH-FSC-CARD-03672,2,1,-1,SHORTAGE,DISPENSING_ERROR,UNDER_REVIEW,,,2026-03-28T09:00:00
42918ed0-ff53-4ffb-a85c-648365d8c76e,3ac8d640-6143-48b1-847a-ec720633e254,BB8-9465-09580-01,BASE-GENE-04383,53,47,-6,SHORTAGE,THEFT_SUSPECTED,APPROVED,Dr. Ahmed Al Mansoori,2026-03-28T16:00:00,2026-03-28T09:00:00
31628133-4442-4520-8376-37340d760e05,3ac8d640-6143-48b1-847a-ec720633e254,BG7-9357-09533-01,BASE-GENE-01846,30,31,1,SURPLUS,COUNTING_ERROR,UNDER_REVIEW,,,2026-03-28T09:00:00
915700c3-408e-4491-8170-5b670ea9a50e,bf2f1d66-b217-4b41-acb7-3605bd2ce28a,A67-0175-05193-01,BASE-SPEC-06827,52,40,-12,SHORTAGE,THEFT_SUSPECTED,APPROVED,Pharm. Khalid Al Rashidi,2026-03-28T16:00:00,2026-03-28T09:00:00
5f7f982e-d52c-46c6-a64c-336f290b6909,3ac8d640-6143-48b1-847a-ec720633e254,BY5-9765-10109-01,BASE-GENE-06365,3,2,-1,SHORTAGE,DISPENSING_ERROR,APPROVED,Pharm. Khalid Al Rashidi,2026-03-28T16:00:00,2026-03-28T09:00:00
4c721271-7890-4e7e-b38e-bcb6ad7c4729,3ac8d640-6143-48b1-847a-ec720633e254,C18-0583-03033-01,BASE-GENE-06729,57,48,-9,SHORTAGE,COUNTING_ERROR,APPROVED,Dr. Mohammed Al Shamsi,2026-03-28T16:00:00,2026-03-28T09:00:00
d8318470-b282-4f6d-a689-9ec8d96f6c1f,3ac8d640-6143-48b1-847a-ec720633e254,C31-0720-00831-01,BASE-GENE-05041,14,11,-3,SHORTAGE,COUNTING_ERROR,APPROVED,Dr. Sara Al Nuaimi,2026-03-28T16:00:00,2026-03-28T09:00:00
ce80b452-37b9-443e-82db-b7f908f7c883,bf2f1d66-b217-4b41-acb7-3605bd2ce28a,A73-4437-01412-01,BASE-SPEC-03162,36,28,-8,SHORTAGE,THEFT_SUSPECTED,REJECTED,Dr. Mohammed Al Shamsi,2026-03-28T16:00:00,2026-03-28T09:00:00
6dfed5ae-6f8d-4e55-b9e9-465c555193aa,3ac8d640-6143-48b1-847a-ec720633e254,C73-2569-02803-04,BASE-GENE-05108,1,3,2,SURPLUS,RECEIVING_ERROR,APPROVED,Pharm. Aisha Al Kaabi,2026-03-28T16:00:00,2026-03-28T09:00:00
cfa918ad-d496-499b-bee4-f3df3ea20014,3ac8d640-6143-48b1-847a-ec720633e254,C74-5451-03169-01,BASE-GENE-07493,7,5,-2,SHORTAGE,DISPENSING_ERROR,APPROVED,Pharm. Aisha Al Kaabi,2026-03-28T16:00:00,2026-03-28T09:00:00
f18d0622-b285-42a1-8305-a8d75f4f9046,3ac8d640-6143-48b1-847a-ec720633e254,C81-4949-04145-01,ENH-FSC-CARD-03613,4,3,-1,SHORTAGE,SYSTEM_ERROR,APPROVED,Dr. Sara Al Nuaimi,2026-03-28T16:00:00,2026-03-28T09:00:00
5cbf9f29-5c51-4953-9f81-7390c894db3b,bf2f1d66-b217-4b41-acb7-3605bd2ce28a,A72-A835-03686-01,BASE-SPEC-03745,0,10,10,SURPLUS,SYSTEM_ERROR,APPROVED,Dr. Ahmed Al Mansoori,2026-03-28T16:00:00,2026-03-28T09:00:00
e79ae814-d465-4aed-9aa2-000aed04975f,3ac8d640-6143-48b1-847a-ec720633e254,D36-9775-10099-01,BASE-GENE-00038,3,7,4,SURPLUS,RECEIVING_ERROR,APPROVED,Dr. Fatima Al Zaabi,2026-03-28T16:00:00,2026-03-28T09:00:00
ffc295b1-1e5b-4510-986c-338d55362b85,3ac8d640-6143-48b1-847a-ec720633e254,D56-1734-02171-01,BASE-GENE-07745,2,1,-1,SHORTAGE,DISPENSING_ERROR,UNDER_REVIEW,,,2026-03-28T09:00:00
8d00a6c0-1a11-472a-9a61-a947999679a2,3ac8d640-6143-48b1-847a-ec720633e254,D60-1945-12217-01,ENH-FSC-CARD-03883,3,2,-1,SHORTAGE,THEFT_SUSPECTED,APPROVED,Dr. Fatima Al Zaabi,2026-03-28T16:00:00,2026-03-28T09:00:00
696b0730-f612-4db2-af08-0ccfca91b411,bf2f1d66-b217-4b41-acb7-3605bd2ce28a,A96-0330-02551-01,BASE-SPEC-02454,0,5,5,SURPLUS,COUNTING_ERROR,APPROVED,Pharm. Aisha Al Kaabi,2026-03-28T16:00:00,2026-03-28T09:00:00
36927b59-77cf-4a19-b60d-5942ef304a37,8e5d3a05-f0d7-4a5a-9272-3b9b73802c23,A54-0245-01404-01,BASE-GENE-02469,181,164,-17,SHORTAGE,DISPENSING_ERROR,REJECTED,Pharm. Aisha Al Kaabi,2026-03-28T16:00:00,2026-03-28T09:00:00
a6b5b1a3-042d-47eb-a4fe-6e0907cc96e6,3ac8d640-6143-48b1-847a-ec720633e254,D86-3015-03499-01,ENH-FSC-CARD-03900,3,2,-1,SHORTAGE,THEFT_SUSPECTED,APPROVED,Dr. Sara Al Nuaimi,2026-03-28T16:00:00,2026-03-28T09:00:00
a857e087-fbb8-4c6a-a8f3-8a76e5d40c81,3ac8d640-6143-48b1-847a-ec720633e254,D88-2336-02728-01,ENH-FSC-CARD-03688,4,3,-1,SHORTAGE,SYSTEM_ERROR,APPROVED,Dr. Ahmed Al Mansoori,2026-03-28T16:00:00,2026-03-28T09:00:00
967110d5-8dac-4220-ac16-9d1cf3ac5a7c,bf2f1d66-b217-4b41-acb7-3605bd2ce28a,A96-0321-01149-01,BASE-SPEC-07680,56,50,-6,SHORTAGE,THEFT_SUSPECTED,UNDER_REVIEW,,,2026-03-28T09:00:00
83d36188-e72c-42d6-9943-c774d9a60668,3ac8d640-6143-48b1-847a-ec720633e254,DO2-B775-13583-01,SIM-B-FSCCAR-DO2B77513583-HEALTHY-066,80,86,6,SURPLUS,SYSTEM_ERROR,APPROVED,Dr. Sara Al Nuaimi,2026-03-28T16:00:00,2026-03-28T09:00:00
3b1ad6db-dc6e-4eec-a2d5-20ecc89fc5e3,ff4445cb-add6-4bca-9b1b-bcfa8c1953a9,A54-0970-01265-01,BASE-COMM-05244,26,21,-5,SHORTAGE,COUNTING_ERROR,APPROVED,Dr. Fatima Al Zaabi,2026-03-28T16:00:00,2026-03-28T09:00:00
ad45195d-d88d-4e3c-823a-fddd4e18b2a3,ff4445cb-add6-4bca-9b1b-bcfa8c1953a9,A88-1714-02131-01,BASE-COMM-07058,4,10,6,SURPLUS,COUNTING_ERROR,APPROVED,Dr. Mohammed Al Shamsi,2026-03-28T16:00:00,2026-03-28T09:00:00
e8f5f5bc-745b-4813-9515-8865f766b0d4,bf2f1d66-b217-4b41-acb7-3605bd2ce28a,B02-2582-04624-01,BASE-SPEC-04963,0,10,10,SURPLUS,COUNTING_ERROR,APPROVED,Pharm. Khalid Al Rashidi,2026-03-28T16:00:00,2026-03-28T09:00:00
dcb33bb9-5b65-44ec-83d5-5ab4080d68b9,64b87f0b-d7de-46cc-9900-026be05d37d0,A19-3714-04940-01,BASE-ER-07775,3,11,8,SURPLUS,COUNTING_ERROR,UNDER_REVIEW,,,2026-03-28T09:00:00
0a48a5dd-0b49-484c-84d4-e674542e82dd,64b87f0b-d7de-46cc-9900-026be05d37d0,A23-5064-03380-02,ENH-FSC-DAY-03082,1,0,-1,SHORTAGE,THEFT_SUSPECTED,APPROVED,Pharm. Khalid Al Rashidi,2026-03-28T16:00:00,2026-03-28T09:00:00
80a9a734-cc37-4e22-bf7c-d83c4578f3bb,64b87f0b-d7de-46cc-9900-026be05d37d0,A27-3714-04941-01,ENH-FSC-DAY-03226,4,3,-1,SHORTAGE,COUNTING_ERROR,APPROVED,Pharm. Khalid Al Rashidi,2026-03-28T16:00:00,2026-03-28T09:00:00
9d85d697-865f-4bb1-b7ac-c1d6d164386f,bf2f1d66-b217-4b41-acb7-3605bd2ce28a,AW6-9165-09287-01,BASE-SPEC-03358,0,3,3,SURPLUS,SYSTEM_ERROR,REJECTED,Dr. Mohammed Al Shamsi,2026-03-28T16:00:00,2026-03-28T09:00:00
1d7ac77f-3681-426f-9c00-2d19eb8f5ba4,64b87f0b-d7de-46cc-9900-026be05d37d0,A49-5792-00575-01,BASE-ER-01863,0,3,3,SURPLUS,COUNTING_ERROR,APPROVED,Dr. Ahmed Al Mansoori,2026-03-28T16:00:00,2026-03-28T09:00:00
a1aa7758-dc2b-47b2-826b-6e6e8c318c91,64b87f0b-d7de-46cc-9900-026be05d37d0,A58-3823-02124-01,BASE-ER-03377,4,5,1,SURPLUS,SYSTEM_ERROR,UNDER_REVIEW,,,2026-03-28T09:00:00
c798874a-a268-4087-9b40-277011132596,64b87f0b-d7de-46cc-9900-026be05d37d0,A64-4375-05213-01,BASE-ER-00347,2,1,-1,SHORTAGE,SYSTEM_ERROR,APPROVED,Dr. Ahmed Al Mansoori,2026-03-28T16:00:00,2026-03-28T09:00:00
db953953-6fe5-4e4a-ac9f-03994c590cc5,bf2f1d66-b217-4b41-acb7-3605bd2ce28a,B23-2484-04591-01,BASE-SPEC-07418,19,27,8,SURPLUS,COUNTING_ERROR,APPROVED,Dr. Fatima Al Zaabi,2026-03-28T16:00:00,2026-03-28T09:00:00
cd8080a4-7f6d-4726-a863-2d0f485af981,bf2f1d66-b217-4b41-acb7-3605bd2ce28a,B22-2196-03135-01,ENH-FSC-ONC-02855,0,4,4,SURPLUS,COUNTING_ERROR,APPROVED,Pharm. Aisha Al Kaabi,2026-03-28T16:00:00,2026-03-28T09:00:00
ec0a0754-158c-4464-97a8-bdcbdf3dac20,bf2f1d66-b217-4b41-acb7-3605bd2ce28a,B38-D377-17683-01,ENH-FSC-ONC-02427,2,1,-1,SHORTAGE,SYSTEM_ERROR,UNDER_REVIEW,,,2026-03-28T09:00:00
fb9b3317-d12c-4c5a-9670-f3d781658cd9,bf2f1d66-b217-4b41-acb7-3605bd2ce28a,B43-0129-05374-01,ENH-FSC-ONC-02663,0,8,8,SURPLUS,COUNTING_ERROR,REJECTED,Pharm. Aisha Al Kaabi,2026-03-28T16:00:00,2026-03-28T09:00:00
514fb0fc-e7d3-4b4e-8292-12c6bb5a0f10,bf2f1d66-b217-4b41-acb7-3605bd2ce28a,B55-2389-04452-01,BASE-SPEC-06427,5,3,-2,SHORTAGE,SYSTEM_ERROR,APPROVED,Dr. Sara Al Nuaimi,2026-03-28T16:00:00,2026-03-28T09:00:00
b14a8201-1bd9-4eb9-a487-edafde6ba1f2,bf2f1d66-b217-4b41-acb7-3605bd2ce28a,B57-2926-03394-01,ENH-FSC-ONC-02458,5,3,-2,SHORTAGE,DISPENSING_ERROR,UNDER_REVIEW,,,2026-03-28T09:00:00
8d982446-9948-4412-805e-6a9adda9a647,bf2f1d66-b217-4b41-acb7-3605bd2ce28a,B97-1331-01694-01,ENH-FSC-ONC-02757,4,3,-1,SHORTAGE,SYSTEM_ERROR,APPROVED,Dr. Ahmed Al Mansoori,2026-03-28T16:00:00,2026-03-28T09:00:00
af65cac5-b632-408f-9fae-ed62aeec2cec,bf2f1d66-b217-4b41-acb7-3605bd2ce28a,B92-1191-01539-01,ENH-FSC-ONC-02327,3,2,-1,SHORTAGE,DISPENSING_ERROR,APPROVED,Dr. Ahmed Al Mansoori,2026-03-28T16:00:00,2026-03-28T09:00:00
3236740a-d6a7-411f-ae84-aa66353f0af4,bf2f1d66-b217-4b41-acb7-3605bd2ce28a,BC9-3610-04391-01,BASE-SPEC-07263,29,28,-1,SHORTAGE,SYSTEM_ERROR,REJECTED,Dr. Fatima Al Zaabi,2026-03-28T16:00:00,2026-03-28T09:00:00
7cdc6368-038b-43c6-afa8-2e4923fa07d3,bf2f1d66-b217-4b41-acb7-3605bd2ce28a,BR6-9602-00554-02,ENH-FSC-ONC-02235,4,3,-1,SHORTAGE,COUNTING_ERROR,APPROVED,Dr. Mohammed Al Shamsi,2026-03-28T16:00:00,2026-03-28T09:00:00
0e031d3d-2d0f-4115-83db-77d8df26e30a,bf2f1d66-b217-4b41-acb7-3605bd2ce28a,BH5-9482-09607-01,ENH-FSC-ONC-02859,3,2,-1,SHORTAGE,THEFT_SUSPECTED,APPROVED,Dr. Sara Al Nuaimi,2026-03-28T16:00:00,2026-03-28T09:00:00
ac9c613c-c0a5-44ac-9ba5-429abc1aaba2,bf2f1d66-b217-4b41-acb7-3605bd2ce28a,BL0-9515-09760-01,ENH-FSC-ONC-02508,0,1,1,SURPLUS,COUNTING_ERROR,REJECTED,Dr. Ahmed Al Mansoori,2026-03-28T16:00:00,2026-03-28T09:00:00
f0ad04cf-ebc8-461c-bd94-5afd3b0bbb07,bf2f1d66-b217-4b41-acb7-3605bd2ce28a,BV6-B235-12487-01,ENH-FSC-ONC-02737,0,2,2,SURPLUS,RECEIVING_ERROR,APPROVED,Pharm. Aisha Al Kaabi,2026-03-28T16:00:00,2026-03-28T09:00:00
61847bc8-0680-4b1e-9816-414956c0bddf,bf2f1d66-b217-4b41-acb7-3605bd2ce28a,C01-1800-02265-01,BASE-SPEC-00138,2,6,4,SURPLUS,RECEIVING_ERROR,UNDER_REVIEW,,,2026-03-28T09:00:00
57413b15-8537-4099-8080-15a20158ee28,8e5d3a05-f0d7-4a5a-9272-3b9b73802c23,A37-5723-01095-01,BASE-GENE-00980,2,1,-1,SHORTAGE,THEFT_SUSPECTED,APPROVED,Dr. Ahmed Al Mansoori,2026-03-28T16:00:00,2026-03-28T09:00:00
7e0cbe86-0d0e-44ce-a38f-0748a1f61e9a,8e5d3a05-f0d7-4a5a-9272-3b9b73802c23,A37-2640-03203-02,ENH-FSC-DIAL-03538,35,45,10,SURPLUS,SYSTEM_ERROR,APPROVED,Dr. Mohammed Al Shamsi,2026-03-28T16:00:00,2026-03-28T09:00:00
937efc26-ff73-42d1-9eca-b268303519fd,f1c21a7b-b096-4416-ae32-343bb5fac048,A54-0244-01403-01,ENH-FGH-MAIN-01438,13,10,-3,SHORTAGE,THEFT_SUSPECTED,UNDER_REVIEW,,,2026-03-28T09:00:00
2a212859-3708-4500-a0bb-b53c4097ffb8,64b87f0b-d7de-46cc-9900-026be05d37d0,B11-6623-04668-01,BASE-ER-07357,1,0,-1,SHORTAGE,DISPENSING_ERROR,REJECTED,Dr. Mohammed Al Shamsi,2026-03-28T16:00:00,2026-03-28T09:00:00
a484f5f1-fb5c-4770-bf84-c7a76cf20a5c,8e5d3a05-f0d7-4a5a-9272-3b9b73802c23,A58-1081-02546-01,BASE-GENE-07711,4,3,-1,SHORTAGE,THEFT_SUSPECTED,REJECTED,Dr. Fatima Al Zaabi,2026-03-28T16:00:00,2026-03-28T09:00:00
7d8951e0-1c15-49b2-ae91-3c257719cf86,64b87f0b-d7de-46cc-9900-026be05d37d0,B30-0263-00354-01,BASE-ER-00099,30,21,-9,SHORTAGE,DISPENSING_ERROR,APPROVED,Dr. Ahmed Al Mansoori,2026-03-28T16:00:00,2026-03-28T09:00:00
9cb9b580-de71-4248-a77d-c0af5f7e5f35,64b87f0b-d7de-46cc-9900-026be05d37d0,B37-3466-03832-02,ENH-FSC-DAY-03068,0,7,7,SURPLUS,RECEIVING_ERROR,APPROVED,Dr. Mohammed Al Shamsi,2026-03-28T16:00:00,2026-03-28T09:00:00
fc0ec35c-785e-42ca-934b-9997d8e159a7,64b87f0b-d7de-46cc-9900-026be05d37d0,B48-1158-04971-01,ENH-FSC-DAY-03091,15,12,-3,SHORTAGE,SYSTEM_ERROR,APPROVED,Dr. Fatima Al Zaabi,2026-03-28T16:00:00,2026-03-28T09:00:00
bcfe8b91-98fb-43d2-98a4-1ea9c5ae69c4,64b87f0b-d7de-46cc-9900-026be05d37d0,B48-5138-00510-01,BASE-ER-01073,44,42,-2,SHORTAGE,THEFT_SUSPECTED,REJECTED,Dr. Mohammed Al Shamsi,2026-03-28T16:00:00,2026-03-28T09:00:00
b61c897c-cec7-42c3-88b5-d974bb42de0d,64b87f0b-d7de-46cc-9900-026be05d37d0,B66-1129-01504-01,BASE-ER-05316,2,11,9,SURPLUS,SYSTEM_ERROR,UNDER_REVIEW,,,2026-03-28T09:00:00
0bf6dd71-c1f7-467f-aca8-c397cb05c3a9,f1c21a7b-b096-4416-ae32-343bb5fac048,B53-0454-04323-01,ENH-FGH-MAIN-02186,2,1,-1,SHORTAGE,COUNTING_ERROR,REJECTED,Pharm. Aisha Al Kaabi,2026-03-28T16:00:00,2026-03-28T09:00:00
cf45831f-f70d-4cbb-9498-4aaf433b8265,64b87f0b-d7de-46cc-9900-026be05d37d0,BC0-D354-18120-02,ENH-FSC-DAY-03132,0,2,2,SURPLUS,SYSTEM_ERROR,APPROVED,Dr. Sara Al Nuaimi,2026-03-28T16:00:00,2026-03-28T09:00:00
e8ddb360-5f02-44b0-89f4-7be7f4d0c73b,64b87f0b-d7de-46cc-9900-026be05d37d0,BH6-D944-04449-01,ENH-FSC-DAY-03254,13,18,5,SURPLUS,SYSTEM_ERROR,REJECTED,Dr. Mohammed Al Shamsi,2026-03-28T16:00:00,2026-03-28T09:00:00
d0805f0a-4a74-45f8-9126-b18a043e7eb0,64b87f0b-d7de-46cc-9900-026be05d37d0,BT2-8960-09050-02,ENH-FSC-DAY-03025,3,2,-1,SHORTAGE,DISPENSING_ERROR,REJECTED,Dr. Mohammed Al Shamsi,2026-03-28T16:00:00,2026-03-28T09:00:00
26857994-6c39-4c68-a3eb-3494d8c4fc47,64b87f0b-d7de-46cc-9900-026be05d37d0,C48-6564-06720-01,BASE-ER-05455,56,66,10,SURPLUS,SYSTEM_ERROR,UNDER_REVIEW,,,2026-03-28T09:00:00
56de94d1-0399-4b96-b969-d3412f98d024,64b87f0b-d7de-46cc-9900-026be05d37d0,C55-5861-06552-01,ENH-FSC-DAY-02904,33,29,-4,SHORTAGE,DISPENSING_ERROR,UNDER_REVIEW,,,2026-03-28T09:00:00
b0cd46ed-9ca3-4ede-9e15-b9fbb15c2cae,64b87f0b-d7de-46cc-9900-026be05d37d0,C80-2858-05248-01,BASE-ER-05824,28,26,-2,SHORTAGE,SYSTEM_ERROR,APPROVED,Dr. Fatima Al Zaabi,2026-03-28T16:00:00,2026-03-28T09:00:00
adff522d-7b81-4ea7-a9a3-cab795762e75,64b87f0b-d7de-46cc-9900-026be05d37d0,C83-5340-00305-01,BASE-ER-07855,34,27,-7,SHORTAGE,THEFT_SUSPECTED,APPROVED,Dr. Mohammed Al Shamsi,2026-03-28T16:00:00,2026-03-28T09:00:00
c3cb77f4-e795-4594-9606-a522bd2f6585,f1c21a7b-b096-4416-ae32-343bb5fac048,A54-0245-01399-01,BASE-GENE-00400,3,8,5,SURPLUS,RECEIVING_ERROR,REJECTED,Dr. Ahmed Al Mansoori,2026-03-28T16:00:00,2026-03-28T09:00:00
b61f7646-acc5-49dc-aa45-7de8fac4b05f,64b87f0b-d7de-46cc-9900-026be05d37d0,D60-4792-02433-03,ENH-FSC-DAY-03299,0,7,7,SURPLUS,SYSTEM_ERROR,APPROVED,Dr. Sara Al Nuaimi,2026-03-28T16:00:00,2026-03-28T09:00:00
42cccae8-d00f-4609-94e8-bc0908b70e04,64b87f0b-d7de-46cc-9900-026be05d37d0,D63-2501-03041-02,ENH-FSC-DAY-03255,40,44,4,SURPLUS,SYSTEM_ERROR,APPROVED,Dr. Fatima Al Zaabi,2026-03-28T16:00:00,2026-03-28T09:00:00
09575462-3460-480b-80c5-307cb9b84a3c,64b87f0b-d7de-46cc-9900-026be05d37d0,D81-1230-05871-01,ENH-FSC-DAY-03124,21,15,-6,SHORTAGE,COUNTING_ERROR,APPROVED,Pharm. Khalid Al Rashidi,2026-03-28T16:00:00,2026-03-28T09:00:00
765150e9-0a02-4cd3-80b9-a51bca57f058,64b87f0b-d7de-46cc-9900-026be05d37d0,D88-4004-04293-02,BASE-ER-06756,0,10,10,SURPLUS,COUNTING_ERROR,REJECTED,Dr. Sara Al Nuaimi,2026-03-28T16:00:00,2026-03-28T09:00:00
52fcb99c-04f4-4426-925a-195b9e7eaf58,3b42936b-7b0f-4d51-806d-8ac6eab5009c,A23-5064-03379-02,BASE-OR-05106,9,6,-3,SHORTAGE,DISPENSING_ERROR,APPROVED,Dr. Mohammed Al Shamsi,2026-03-28T16:00:00,2026-03-28T09:00:00
0dc09260-523a-43d2-9889-e8f210c94e5e,3b42936b-7b0f-4d51-806d-8ac6eab5009c,AR6-7371-09774-02,BASE-OR-06623,0,9,9,SURPLUS,COUNTING_ERROR,APPROVED,Pharm. Khalid Al Rashidi,2026-03-28T16:00:00,2026-03-28T09:00:00
939d6a3a-9cc3-4071-97d1-95b48b7e3be4,3b42936b-7b0f-4d51-806d-8ac6eab5009c,B08-5836-05622-01,BASE-OR-00543,25,22,-3,SHORTAGE,THEFT_SUSPECTED,APPROVED,Pharm. Khalid Al Rashidi,2026-03-28T16:00:00,2026-03-28T09:00:00
